qid,n_tables,oracle_cost,pt_regret_lin,is_trivial_oracle,t3_idx_0.01,t3_regret_0.01,t3_q_0.01,t3_idx_0.05,t3_regret_0.05,t3_q_0.05,t3_idx_0.1,t3_regret_0.1,t3_q_0.1,t3_idx_0.2,t3_regret_0.2,t3_q_0.2
2021,5,180697889.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2022,5,285658006.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2023,5,1706533.0,1.0,1,7,1.0,2.805270195007324,7,1.0,0.5120906829833984,7,1.0,0.10433387756347656,7,1.0,0.14715290069580078
2024,4,1433363.0,1.0,1,5,1.0,2.805270195007324,5,1.0,0.5120906829833984,5,1.0,0.10433387756347656,5,1.0,0.14715290069580078
2025,5,2838303.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2026,2,160824.0,1.0,1,1,1.0,2.805270195007324,1,1.0,0.5120906829833984,1,1.0,0.10433387756347656,1,1.0,0.14715290069580078
2027,4,8739.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2028,3,16409.0,1.9258379037172455,0,2,1.9258379037172455,2.805270195007324,2,1.9258379037172455,0.5120906829833984,2,1.9258379037172455,0.10433387756347656,2,1.9258379037172455,0.14715290069580078
2029,5,1767088.0,1.0,1,7,1.0,2.805270195007324,7,1.0,0.5120906829833984,7,1.0,0.10433387756347656,7,1.0,0.14715290069580078
2030,5,99538.0,1.0,1,4,1.0,2.805270195007324,4,1.0,0.5120906829833984,4,1.0,0.10433387756347656,4,1.0,0.14715290069580078
2031,4,341423.0,1.0,1,7,1.4083807816673697,2.805270195007324,7,1.4083807816673697,0.5120906829833984,7,1.4083807816673697,0.10433387756347656,7,1.4083807816673697,0.14715290069580078
2032,4,3934523.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2033,3,1546340.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2034,3,3398.0,1.0,1,0,1.0,2.805270195007324,0,1.0,0.5120906829833984,0,1.0,0.10433387756347656,0,1.0,0.14715290069580078
2035,2,77849.0,1.0,1,0,1.0,2.805270195007324,0,1.0,0.5120906829833984,0,1.0,0.10433387756347656,0,1.0,0.14715290069580078
2036,4,3977132.0,1.0,1,0,1.0,2.805270195007324,0,1.0,0.5120906829833984,0,1.0,0.10433387756347656,0,1.0,0.14715290069580078
2037,4,656655.0,1.0,1,2,1.0,2.805270195007324,2,1.0,0.5120906829833984,2,1.0,0.10433387756347656,2,1.0,0.14715290069580078
2038,3,42.0,1.0465116279069768,0,0,1.0465116279069768,2.805270195007324,0,1.0465116279069768,0.5120906829833984,0,1.0465116279069768,0.10433387756347656,0,1.0465116279069768,0.14715290069580078
2039,5,15900601.0,1.0,1,2,1.0,2.805270195007324,2,1.0,0.5120906829833984,2,1.0,0.10433387756347656,2,1.0,0.14715290069580078
2040,4,0.0,26.0,0,4,26.0,2.805270195007324,4,26.0,0.5120906829833984,4,26.0,0.10433387756347656,4,26.0,0.14715290069580078
2041,4,94879029.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2042,4,349108.0,1.0,1,3,1.015058334216534,2.805270195007324,3,1.015058334216534,0.5120906829833984,3,1.015058334216534,0.10433387756347656,3,1.015058334216534,0.14715290069580078
2043,5,1102738.0,1.0,1,7,1.0,2.805270195007324,7,1.0,0.5120906829833984,7,1.0,0.10433387756347656,7,1.0,0.14715290069580078
2044,4,1437568.0,1.0,1,5,1.0,2.805270195007324,5,1.0,0.5120906829833984,5,1.0,0.10433387756347656,5,1.0,0.14715290069580078
2045,4,122.0,1.0,1,7,1220.6829268292684,2.805270195007324,7,1220.6829268292684,0.5120906829833984,7,1220.6829268292684,0.10433387756347656,7,1220.6829268292684,0.14715290069580078
2046,5,2455877.0,1.2060578742103638,0,7,1.0573330597041057,2.805270195007324,7,1.0573330597041057,0.5120906829833984,7,1.0573330597041057,0.10433387756347656,7,1.0573330597041057,0.14715290069580078
2047,4,8969682.0,1.0,1,1,1.0,2.805270195007324,1,1.0,0.5120906829833984,1,1.0,0.10433387756347656,1,1.0,0.14715290069580078
2048,3,13890.0,1.0,1,0,1.0,2.805270195007324,0,1.0,0.5120906829833984,0,1.0,0.10433387756347656,0,1.0,0.14715290069580078
2049,5,13341037.0,1.0,1,4,1.0,2.805270195007324,4,1.0,0.5120906829833984,4,1.0,0.10433387756347656,4,1.0,0.14715290069580078
2050,5,5490608.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2051,4,2885008.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2052,4,1742.0,1.0,1,2,1.0,2.805270195007324,2,1.0,0.5120906829833984,2,1.0,0.10433387756347656,2,1.0,0.14715290069580078
2053,4,8415028.0,1.0,1,7,1.0,2.805270195007324,7,1.0,0.5120906829833984,7,1.0,0.10433387756347656,7,1.0,0.14715290069580078
2054,5,1070210.0,1.0,1,2,1.0,2.805270195007324,2,1.0,0.5120906829833984,2,1.0,0.10433387756347656,2,1.0,0.14715290069580078
2055,4,44697540.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2056,3,3396.0,1.0,1,1,1.0,2.805270195007324,1,1.0,0.5120906829833984,1,1.0,0.10433387756347656,1,1.0,0.14715290069580078
2057,4,1014938.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2058,5,8743624.0,1.0,1,5,1.0217301176571503,2.805270195007324,1,1.0,0.5120906829833984,5,1.0217301176571503,0.10433387756347656,1,1.0,0.14715290069580078
2059,5,56745837.0,1.0,1,7,1.0,2.805270195007324,7,1.0,0.5120906829833984,7,1.0,0.10433387756347656,7,1.0,0.14715290069580078
2060,5,224912.0,1.0,1,5,1.0,2.805270195007324,5,1.0,0.5120906829833984,0,1.022573172737903,0.10433387756347656,5,1.0,0.14715290069580078
2061,4,142299472.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2062,5,8012085.0,1.0,1,3,1.0,2.805270195007324,3,1.0,0.5120906829833984,3,1.0,0.10433387756347656,3,1.0,0.14715290069580078
2063,4,16016775.0,1.0,1,6,1.0,2.805270195007324,6,1.0,0.5120906829833984,6,1.0,0.10433387756347656,6,1.0,0.14715290069580078
2064,4,3224.0,3.2275968992248063,0,0,3.2275968992248063,2.805270195007324,0,3.2275968992248063,0.5120906829833984,0,3.2275968992248063,0.10433387756347656,0,3.2275968992248063,0.14715290069580078
2065,3,49512016.0,1.0,1,0,1.0038145083041154,2.805270195007324,0,1.0038145083041154,0.5120906829833984,0,1.0038145083041154,0.10433387756347656,0,1.0038145083041154,0.14715290069580078
