qid,n_tables,oracle_cost,pt_regret_lin,is_trivial_oracle,t3_idx_0.01,t3_regret_0.01,t3_q_0.01,t3_idx_0.05,t3_regret_0.05,t3_q_0.05,t3_idx_0.1,t3_regret_0.1,t3_q_0.1,t3_idx_0.2,t3_regret_0.2,t3_q_0.2
1349,5,2307720.0,1.0,1,5,1.0,5.893237590789795,2,1.0037556533047105,2.1777548789978027,2,1.0037556533047105,1.3467788696289062,5,1.0,0.6397113800048828
1350,4,13231.0,14.838346432889963,0,4,8.317261185006046,5.893237590789795,0,14.838346432889963,2.1777548789978027,0,14.838346432889963,1.3467788696289062,0,14.838346432889963,0.6397113800048828
1351,2,2332960.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1352,5,11105.0,54.140014406627046,0,4,54.140014406627046,5.893237590789795,1,54.32018728615163,2.1777548789978027,1,54.32018728615163,1.3467788696289062,4,54.140014406627046,0.6397113800048828
1353,3,212684.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1354,4,34609.0,1.0,1,5,1.0,5.893237590789795,5,1.0,2.1777548789978027,5,1.0,1.3467788696289062,5,1.0,0.6397113800048828
1355,4,689626.0,1.2477266696344547,0,4,1.0726943695649966,5.893237590789795,3,1.0,2.1777548789978027,3,1.0,1.3467788696289062,3,1.0,0.6397113800048828
1356,2,348381.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1357,4,133232.0,1.0002551920320042,1,5,1.0002551920320042,5.893237590789795,3,1.0,2.1777548789978027,5,1.0002551920320042,1.3467788696289062,5,1.0002551920320042,0.6397113800048828
1358,4,2761672.0,1.0,1,4,1.0,5.893237590789795,4,1.0,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
1359,2,1972.0,1.329954384186518,0,0,1.329954384186518,5.893237590789795,0,1.329954384186518,2.1777548789978027,0,1.329954384186518,1.3467788696289062,0,1.329954384186518,0.6397113800048828
1360,2,126.0,1.0,1,0,787.8818897637796,5.893237590789795,0,787.8818897637796,2.1777548789978027,0,787.8818897637796,1.3467788696289062,0,787.8818897637796,0.6397113800048828
1361,2,0.0,5125.0,0,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1362,3,45465.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1363,2,13470.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1364,2,33335.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1365,2,759510.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1366,4,279686.0,1.0,1,4,1.0,5.893237590789795,4,1.0,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
